img_r,img_g,img_b,gt_r,gt_g,gt_b,rel_loss_r,rel_loss_g,rel_loss_b
0.03925979,0.0068724155,0.0015856447,0.3858665,0.24685648,0.07499276,2.1770477,2.2070613,0.4699612
0.039251473,0.0068676695,0.0015884712,0.11176486,0.18993874,0.012970835,0.334885,1.7027229,0.012887525
0.03924694,0.0068649165,0.0015892275,0.48310122,0.31184474,0.09520282,2.5188828,2.6279259,0.7100455
0.0392538,0.006868217,0.0015876191,0.029376792,0.005407142,0.0015536328,0.008727799,0.0002126729,1.15478294e-07
0.039257653,0.006872095,0.0015871124,2.1384187,1.4332386,0.43792963,3.6856742,3.849763,3.266127
0.039258953,0.0068726093,0.0015868098,0.53344935,0.34619182,0.10563892,2.6546478,2.7970703,0.84096295
0.039255235,0.006870229,0.0015873341,0.18469669,0.3529969,0.023468528,0.93853223,2.8271523,0.04713882
0.039250344,0.00686647,0.0015883818,2.024274,1.3561412,0.41436717,3.667005,3.8371842,3.1994576
0.0392474,0.0068637542,0.001589248,0.15882564,0.29462674,0.019687604,0.7218693,2.5304737,0.03238849
0.039245736,0.006865155,0.0015899036,1.5169934,1.0125082,0.3093078,3.548082,3.7486694,2.7716122
0.039254267,0.006867826,0.0015872354,0.9038558,0.59720117,0.18219195,3.2170875,3.4427664,1.7685207
0.03925245,0.0068682283,0.0015885225,0.4701854,0.30358702,0.09247745,2.4799533,2.5822096,0.6764436
0.03925093,0.0068680346,0.0015882486,0.5910647,0.38503894,0.11748363,2.7852733,2.954955,0.99167275
0.039262373,0.00687493,0.0015854249,0.06787816,0.031400822,0.009430756,0.063626856,0.05802666,0.006136305
0.039255776,0.0068707988,0.0015870463,0.6363755,0.41599444,0.12701511,2.8726525,3.0597928,1.1130252
0.039249297,0.0068674684,0.0015885448,0.5391763,0.35007605,0.10684651,2.6689045,2.814481,0.85623133
0.03925351,0.006869968,0.0015878752,0.07043965,0.0332077,0.009997621,0.07476663,0.06668966,0.0070487303
0.039247815,0.006866291,0.0015894957,1.1618048,0.77181184,0.23558718,3.3999617,3.621265,2.2754636
0.039257273,0.0068722367,0.0015875977,0.028861836,0.0048050494,0.0014331134,0.009683209,0.00042587455,2.3859957e-06
0.0392531,0.006869465,0.0015882188,0.60118324,0.3918957,0.11960626,2.8058145,2.9795988,1.0187414
0.039255157,0.006870892,0.0015873984,0.5045262,0.3268177,0.09982114,2.5794263,2.7054446,0.76763403
0.039246585,0.0068642683,0.0015892684,0.02869298,0.004897924,0.0013323788,0.009985578,0.0003853182,6.5978197e-06
0.03924702,0.006865591,0.0015893709,0.40775394,0.26133835,0.07955531,2.2650833,2.314105,0.5219498
0.039255045,0.006868832,0.0015876163,4.1400156,2.7881258,0.852174,3.8423274,3.9405987,3.7637599
0.03924917,0.00686742,0.0015890561,0.14949074,0.27367648,0.018295558,0.6428333,2.3987923,0.027637526
0.039253112,0.006867476,0.0015883511,0.693553,0.45506877,0.13865232,2.9677975,3.1712108,1.2594161
0.039263077,0.006876152,0.0015855208,0.938815,0.62078226,0.18941908,3.2476974,3.4739141,1.8451972
0.03924811,0.006866794,0.0015889397,0.029502593,0.0055678994,0.0013704598,0.008493823,0.00016806308,4.7723015e-06
0.03924691,0.0068645477,0.0015893448,0.0,0.0,0.0,0.14832047,0.004706657,0.00025258577
