img_r,img_g,img_b,gt_r,gt_g,gt_b,rel_loss_r,rel_loss_g,rel_loss_b
0.039570544,0.0073662437,0.001985794,0.44681573,0.030499997,0.007477143,2.3986359,0.051665056,0.0030087559
0.039577417,0.007368088,0.001981698,0.07062005,0.01125754,0.000633503,0.07392258,0.0014997768,0.00018173187
0.039574582,0.0073674656,0.0019827718,0.33649275,0.022671081,0.005542377,1.9437141,0.022903414,0.0012652877
0.039574783,0.0073676966,0.0019827597,0.09551535,0.00550258,0.0013244343,0.21489319,0.00034643133,4.332738e-05
0.039564453,0.0073627755,0.0019895881,0.02435053,0.00036243632,8.210033e-05,0.021001503,0.004893175,0.00036381197
0.039576657,0.007367391,0.0019816924,0.27500924,0.018293513,0.0044710585,1.595475,0.011744672,0.00061905
0.039569642,0.0073659047,0.001984749,0.024185788,0.0004050568,8.074241e-05,0.0214832,0.0048380364,0.00036248547
0.039562985,0.0073612668,0.001989306,0.06235118,0.009309816,0.00053057447,0.04122547,0.0003770646,0.00021275596
0.039570536,0.0073658302,0.00198464,0.0,0.0,0.0,0.1506841,0.0054181963,0.00039384083
0.03956744,0.0073641315,0.001986416,0.3454896,0.02329,0.0057003708,1.9883974,0.024781175,0.0013773114
0.039569743,0.0073664114,0.0019856077,0.83142567,0.05792094,0.014214811,3.1405456,0.23096426,0.014857854
0.039571665,0.0073662624,0.001985154,0.57159334,0.039392844,0.009665131,2.7379115,0.09725423,0.0058782576
0.039569788,0.007366173,0.001984328,0.023986097,0.00037406918,8.3072344e-05,0.022057675,0.00488164,0.00036143872
0.039576188,0.0073681325,0.0019831257,2.3945067,0.16941303,0.041597385,3.7189744,1.4741315,0.1498155
0.039565746,0.007363707,0.0019884296,0.36204922,0.024464244,0.0059939534,2.0665355,0.028520543,0.0016018705
0.03956344,0.007363327,0.001989577,0.8595764,0.059928473,0.014708317,3.1701074,0.24821083,0.016064657
0.03957004,0.007364854,0.0019868603,0.0246137,0.00037148502,8.0763966e-05,0.020280542,0.0048834146,0.0003632815
