img_r,img_g,img_b,gt_r,gt_g,gt_b,rel_loss_r,rel_loss_g,rel_loss_b
0.04000744,0.0071592703,0.0017066998,0.12680642,0.22429053,0.015184538,0.4443114,2.0154529,0.018036563
0.040008873,0.0071616396,0.0017065741,0.027859643,0.00526159,0.0010224194,0.013236187,0.00035963135,4.679805e-05
0.040008046,0.00715838,0.0017063329,0.568805,0.04369927,0.0106713865,2.72372,0.12541407,0.008006552
0.040008724,0.0071616285,0.0017067203,0.10612062,0.17757896,0.012113214,0.2849561,1.5671077,0.010778047
0.040009398,0.0071617253,0.0017074225,0.58631325,0.38227335,0.116631776,2.7616165,2.9366367,0.97826594
0.040006753,0.0071604177,0.0017063329,0.0,0.0,0.0,0.1538961,0.0051205945,0.000291136
0.04000929,0.0071619637,0.001706575,0.032931663,0.007873153,0.0023113384,0.0044212164,5.029483e-05,3.6559122e-05
0.040008098,0.0071598887,0.0017063618,0.027387131,0.00449423,0.0009014104,0.014304557,0.0007081692,6.4783664e-05
0.040007263,0.0071595125,0.0017067678,0.027159713,0.004691369,0.0011573356,0.0148330135,0.00060704193,3.018139e-05
0.040007696,0.007160444,0.0017061755,0.028468909,0.0048517673,0.0013996676,0.011917337,0.000531083,9.3924455e-06
0.040008727,0.007161524,0.0017071506,0.02733615,0.004505323,0.0009411183,0.014423982,0.00070314785,5.8670266e-05
0.04000801,0.007159427,0.0017064894,0.16483052,0.30873755,0.020578004,0.76041406,2.6024399,0.035176694
0.040009823,0.007162325,0.0017070258,0.028318733,0.0050895275,0.0012273975,0.01223956,0.0004280427,2.2999384e-05
0.040009513,0.007162649,0.0017065154,0.15146689,0.27895835,0.018662488,0.64817256,2.4247406,0.028455349
0.04000749,0.0071598627,0.0017066887,0.0,0.0,0.0,0.15390155,0.005119802,0.00029125743
0.04000745,0.0071595423,0.0017069662,0.0,0.0,0.0,0.15390125,0.005119344,0.00029135216
0.04000978,0.007162802,0.0017076433,0.027536552,0.0045807147,0.0008607653,0.013965233,0.00066442665,7.170841e-05
0.040009897,0.007161729,0.0017070118,0.02825545,0.0046237297,0.001150363,0.012374972,0.000641915,3.0979467e-05
0.04000763,0.00716044,0.0017061951,0.029034898,0.0052310405,0.0014052469,0.010758029,0.00037083475,9.054787e-06
0.040007528,0.0071594417,0.0017069019,0.119479254,0.20926385,0.014159135,0.38607198,1.8814667,0.015408836
0.040007893,0.007159248,0.0017068675,0.028849764,0.00506051,0.0014737668,0.01113098,0.00043883204,5.4322213e-06
0.0400078,0.0071597844,0.0017064316,0.0,0.0,0.0,0.15390387,0.00511969,0.0002911697
0.040009964,0.00716215,0.0017070388,0.5378462,0.34934172,0.106598414,2.6512878,2.8028812,0.85073924
0.04000962,0.007162329,0.0017071292,0.115344256,0.19813783,0.013460598,0.35396105,1.775896,0.013735403
0.04000895,0.007161256,0.0017060321,0.17520443,0.33182073,0.022060366,0.84701097,2.7216988,0.040853005
0.040009078,0.0071612485,0.0017065769,0.27605957,0.022410618,0.0058551026,1.5931401,0.02275681,0.0017185698
0.040009506,0.0071627423,0.0017065052,0.027516007,0.005066818,0.0010579803,0.014011541,0.00043765345,4.205042e-05
0.04000914,0.0071604773,0.0017055962,0.0,0.0,0.0,0.15391378,0.00512068,0.0002908847
0.040010028,0.00716101,0.0017066179,0.028869158,0.005250108,0.0014693697,0.011095838,0.0003637539,5.627249e-06
0.040009003,0.0071617626,0.0017066365,0.028544595,0.005027654,0.0013343174,0.011761416,0.0004537564,1.3858949e-05
0.040007927,0.0071617328,0.0017068582,0.0,0.0,0.0,0.1539048,0.0051224735,0.0002913153
0.04000933,0.0071629807,0.0017070519,0.09250784,0.14695765,0.01018013,0.19152571,1.2261385,0.0071540326
0.040008944,0.0071620345,0.0017068135,0.028332556,0.005011509,0.0012592265,0.012208312,0.00046076885,2.0029005e-05
0.040010285,0.0071605593,0.0017065518,0.06491998,0.029462194,0.008774888,0.04865622,0.048122704,0.0049824533
0.040010247,0.0071629994,0.0017070528,0.027703373,0.0052329027,0.0010352848,0.01358831,0.00037110175,4.511874e-05
0.040008888,0.007160511,0.0017057313,0.67369705,0.44144958,0.13472475,2.9237573,3.1271493,1.2075119
0.04000808,0.0071605854,0.0017066337,0.04759593,0.018211655,0.005556923,0.004830718,0.012019182,0.0014805199
0.040009126,0.007160954,0.0017055795,0.13600825,0.24441347,0.01645912,0.51933265,2.1798398,0.021588614
0.04000939,0.0071623214,0.0017066803,0.07055244,0.10016214,0.0070492607,0.07145215,0.67152256,0.0028488562
0.040008914,0.0071618557,0.0017066393,0.0,0.0,0.0,0.15391208,0.0051226486,0.00029124058
0.040005952,0.007159997,0.0017065275,0.027355416,0.0040484834,0.0008948849,0.014373136,0.0009651203,6.586523e-05
0.040009297,0.0071607456,0.001705463,0.10318099,0.17333436,0.011928038,0.2638304,1.5218652,0.010401769
0.040007785,0.0071597174,0.0017065248,0.028253185,0.004542871,0.001130186,0.012375458,0.000682452,3.3209955e-05
0.04000913,0.0071619004,0.001706738,0.61133784,0.39909527,0.121770486,2.8124025,2.9966471,1.0437058
0.040008627,0.0071620457,0.001707146,0.1331415,0.23817195,0.01604771,0.49577665,2.130601,0.020404376
0.040008776,0.007160999,0.0017064642,0.0,0.0,0.0,0.15391108,0.0051214253,0.00029118083
0.04000926,0.007161647,0.0017074635,0.0,0.0,0.0,0.15391465,0.005122351,0.0002915219
0.040009055,0.007161204,0.0017057545,0.0,0.0,0.0,0.15391314,0.005121718,0.0002909387
0.040008582,0.007161528,0.0017072633,0.031124368,0.006819327,0.0020070453,0.007006608,1.1653206e-05,8.983828e-06
0.04001004,0.0071607046,0.0017061708,0.100172766,0.16649774,0.011542025,0.24271448,1.4475076,0.009632139
