img_r,img_g,img_b,gt_r,gt_g,gt_b,rel_loss_r,rel_loss_g,rel_loss_b
0.03985183,0.0069894977,0.0016506957,0.02768955,0.0040260595,0.0009156394,0.013277822,0.00087554054,5.4021883e-05
0.039852705,0.0069908425,0.0016504852,0.0,0.0,0.0,0.15275839,0.004881224,0.0002723916
0.039850824,0.0069873966,0.001650501,0.08207727,0.041373618,0.012184014,0.12999365,0.111709595,0.011042652
0.039851308,0.0069899485,0.0016507171,0.39062944,0.030742496,0.0076144384,2.1844268,0.054479245,0.0035489812
0.0398527,0.006990876,0.0016506147,0.45085075,0.035243217,0.008570584,2.4063458,0.076412044,0.0047761225
0.03985184,0.0069894567,0.0016497895,0.1145581,0.19806074,0.0134848235,0.34967494,1.7798998,0.013927051
0.039851576,0.0069899596,0.0016509239,0.0968654,0.15714344,0.010897062,0.2215363,1.3472451,0.008515587
0.03985072,0.0069890544,0.0016505271,0.622028,0.047410812,0.011710074,2.8357427,0.15213627,0.01007449
0.039851706,0.00698724,0.0016505728,0.028455593,0.005200285,0.0011298808,0.011630479,0.0003181395,2.7106777e-05
0.039850306,0.0069875084,0.0016505746,0.027513254,0.004491104,0.0008841657,0.013669526,0.0006211575,5.8728834e-05
0.03985327,0.006990541,0.0016505737,0.02730827,0.00435218,0.0010052412,0.01414286,0.00069386314,4.1638064e-05
0.039852086,0.0069894604,0.0016494924,0.027469859,0.004576898,0.000891992,0.013771556,0.0005801056,5.7371424e-05
0.03985205,0.0069895573,0.0016497103,0.54169345,0.3519163,0.10741362,2.6636496,2.8190756,0.86220616
0.039850798,0.0069877952,0.0016499748,0.028235888,0.004458634,0.0014066199,0.0120895,0.00063757715,5.9207796e-06
0.039852064,0.0069893263,0.0016501546,0.0273649,0.0043589273,0.0009769403,0.014010408,0.00068967947,4.5313933e-05
0.039851528,0.0069875345,0.0016506696,0.0,0.0,0.0,0.15274972,0.004876611,0.00027245248
0.039851658,0.006989982,0.0016509369,0.35069603,0.027740551,0.007209812,2.0074892,0.041798178,0.0030840556
0.039851934,0.0069891103,0.0016504582,0.027591564,0.004150335,0.000908107,0.013496864,0.0008033723,5.509952e-05
0.0398515,0.006989967,0.001651072,0.10754612,0.1815001,0.012487374,0.29696122,1.6128366,0.011684155
0.03985108,0.0069892146,0.0016498156,0.6161575,0.40227157,0.12276733,2.824544,3.012094,1.0576462
0.0398509,0.0069882795,0.0016501853,0.035155073,0.009312432,0.002666224,0.0019331839,0.000536604,0.00010318541
0.039851245,0.0069890283,0.0016499842,0.0,0.0,0.0,0.15274763,0.004878694,0.00027222626
