img_r,img_g,img_b,gt_r,gt_g,gt_b,rel_loss_r,rel_loss_g,rel_loss_b
0.038903974,0.0066371486,0.00113656,0.00532697,0.002976625,0.00010514298,0.10748451,0.0013368543,0.00010637802
0.038901996,0.0066349283,0.0011385139,0.005336347,0.0030921947,0.00010687647,0.10741014,0.0012521343,0.00010642345
0.038893465,0.006629061,0.0011422932,0.011090529,0.016059205,0.0010259892,0.07275599,0.008779775,1.3525038e-06
0.038891014,0.006627403,0.001143055,0.07448532,0.019420516,0.0009995003,0.09588299,0.01609339,2.0605603e-06
0.038890503,0.0066269524,0.0011433493,0.09511674,0.20239992,0.012986398,0.2181851,1.8318096,0.013956122
0.038898088,0.0066327453,0.001139665,0.00535115,0.0027257847,9.6594726e-05,0.10728799,0.0015230991,0.00010879543
0.038900357,0.006634537,0.0011387449,0.005645704,0.0034542258,0.0002017116,0.1053604,0.0010088709,8.77992e-05
0.038896617,0.006632354,0.0011407603,0.005333117,0.0031475504,0.0001435521,0.107398346,0.0012114889,9.943831e-05
0.038891815,0.0066281967,0.0011419803,0.014272935,0.0224967,0.0013852023,0.056608815,0.02465803,5.9147496e-06
0.038890466,0.006627355,0.0011428539,0.0053258543,0.0030277781,0.00010491314,0.10740851,0.0012926825,0.0001077279
0.038900375,0.0066342764,0.001138866,0.06785103,0.1414508,0.009072064,0.06523018,1.1739532,0.0062772017
0.038903866,0.00663672,0.0011369511,0.0053565316,0.0031823537,0.00010578336,0.10728798,0.0011903956,0.0001063266
0.03890432,0.0066364743,0.0011368301,0.08747813,0.02226407,0.0011921483,0.16861239,0.023922648,3.059692e-07
0.038900025,0.0066349134,0.00113976,0.1497182,0.3237847,0.020825308,0.64996994,2.6970348,0.03829024
0.038891815,0.0066278167,0.0011421498,0.005349741,0.003068608,0.00010102191,0.1072586,0.0012638262,0.00010839053
0.03889137,0.0066273883,0.0011430401,0.0054008933,0.00326913,0.00011350292,0.10691743,0.0011250353,0.000105990504
0.038893223,0.006628532,0.001142079,0.01364683,0.021280663,0.001292887,0.05962334,0.021058422,2.2739687e-06
0.038892817,0.00662937,0.0011420995,0.0,0.0,0.0,0.14575328,0.0043900316,0.00013043488
0.038903233,0.00663691,0.0011358429,0.046579596,0.094459906,0.006026491,0.0049824473,0.61432034,0.0023887805
0.038899817,0.0066337287,0.001139028,0.005335573,0.0030676776,0.00010261979,0.107401825,0.001268687,0.000107410066
