img_r,img_g,img_b,gt_r,gt_g,gt_b,rel_loss_r,rel_loss_g,rel_loss_b
0.039882865,0.0071027726,0.002407493,0.0,0.0,0.0,0.15298085,0.005038583,0.0005795183
0.03987723,0.0070984475,0.0024095569,0.07274306,0.103892416,0.007603559,0.08201174,0.71630394,0.0026910207
0.039885305,0.0071034953,0.0024058372,0.0,0.0,0.0,0.15299885,0.0050396076,0.00057872146
0.039883267,0.007102743,0.0024076747,0.10137225,0.16785064,0.011614675,0.25225675,1.4638363,0.00843542
0.03988561,0.007103611,0.0024070488,0.0,0.0,0.0,0.1530011,0.0050397706,0.0005793045
0.039885323,0.0071030743,0.0024077278,0.028924594,0.0047743283,0.0014337061,0.010742203,0.0005403999,9.483683e-05
0.039881974,0.00710297,0.0024083974,0.0,0.0,0.0,0.15297426,0.005038863,0.0005799537
0.039880626,0.0071001872,0.0024070283,0.5250631,0.3403574,0.10396492,2.621685,2.7639542,0.80397594
0.03988745,0.0071050376,0.0024061743,0.07071161,0.09914609,0.00727335,0.072762,0.6606879,0.0023634038
0.03988049,0.0070999414,0.002407303,0.07925281,0.119507365,0.008650546,0.1144197,0.90205693,0.0038859295
0.03987777,0.007099852,0.002409556,0.0,0.0,0.0,0.15294325,0.005034446,0.0005805117
0.039884724,0.0071033947,0.002407818,0.0,0.0,0.0,0.15299456,0.0050394647,0.0005796748
0.039883506,0.0071013123,0.0024068216,0.08243728,0.1264451,0.009074064,0.1317864,0.9850801,0.004430612
0.039883133,0.0071027614,0.0024077175,0.09534208,0.15372445,0.010577883,0.21107657,1.305567,0.0066471384
0.039880194,0.007101111,0.0024082735,0.0,0.0,0.0,0.15296113,0.0050362293,0.00057989405
0.039886136,0.007102832,0.0024054516,0.09066361,0.14466825,0.010201135,0.18079984,1.2008824,0.0060532177
0.039876785,0.007100217,0.002409611,0.0,0.0,0.0,0.152936,0.005034962,0.0005805382
0.039884847,0.0071018785,0.0024067378,0.0,0.0,0.0,0.15299547,0.0050373166,0.0005791548
0.03988148,0.0071020946,0.0024083368,0.027451776,0.004277637,0.0009471917,0.013876889,0.00079518155,0.00021343447
0.03988124,0.0071019307,0.002408457,0.09649687,0.15780623,0.01104894,0.21879764,1.3519984,0.007432145
0.03988499,0.007104069,0.0024068374,0.0,0.0,0.0,0.15299651,0.00504042,0.0005792028
0.039880466,0.007100161,0.0024071885,0.0,0.0,0.0,0.15296315,0.0050348835,0.00057937176
0.03987901,0.007098686,0.0024079662,0.029438056,0.0048117014,0.0013862536,0.009732294,0.0005211815,0.000104352104
0.039881937,0.00710069,0.0024073115,0.0752437,0.109983996,0.008018984,0.09392392,0.78832304,0.0031405524
0.039880127,0.007101558,0.0024084114,0.029218938,0.004860482,0.0014570274,0.010154037,0.0005004519,9.047935e-05
0.03988681,0.0071037486,0.0024058502,0.028898362,0.0048846863,0.0014893262,0.010797424,0.0004906608,8.396977e-05
0.03988332,0.007102363,0.00240763,0.0,0.0,0.0,0.15298419,0.0050380025,0.0005795842
0.03987958,0.0070998184,0.0024072342,0.06665174,0.09020866,0.0067093656,0.055833578,0.5584983,0.0018469959
0.039879117,0.0071008764,0.0024091443,0.0,0.0,0.0,0.1529532,0.005035897,0.00058031344
0.03988541,0.0071042106,0.0024067983,0.1683124,0.31821778,0.021203518,0.79156435,2.6548374,0.034846045
0.039886545,0.0071048737,0.0024067983,0.0,0.0,0.0,0.15300801,0.0050415606,0.0005791839
0.039881397,0.007101074,0.0024079522,0.0,0.0,0.0,0.15297002,0.005036176,0.0005797394
0.039880794,0.0071010664,0.0024082726,0.3319101,0.20974724,0.06407713,1.9139732,1.8875644,0.34246027
0.039878376,0.0071012713,0.002409798,0.0,0.0,0.0,0.15294772,0.0050364556,0.00058062834
0.039885156,0.0071036518,0.0024077753,0.027249472,0.0042029065,0.000960743,0.014349231,0.00083875173,0.00020933083
0.039878495,0.007101074,0.0024091993,0.02933094,0.004933401,0.0014801555,0.009935346,0.0004681854,8.62796e-05
0.039878935,0.007100079,0.0024085697,0.07432941,0.10787741,0.007879429,0.08949896,0.7633298,0.002985131
0.039878104,0.007099755,0.0024083592,0.08309734,0.12629832,0.008855589,0.13554442,0.98335755,0.0041435338
0.03988305,0.0071013495,0.0024072789,0.08758316,0.13809714,0.00980256,0.16180596,1.1237174,0.0054487116
0.039881147,0.0071019456,0.002408498,0.029082935,0.004798056,0.001433779,0.010421063,0.0005289182,9.497265e-05
0.039877053,0.00710015,0.0024086721,0.0,0.0,0.0,0.15293798,0.0050348677,0.000580086
0.039879348,0.007100776,0.0024095755,0.08967646,0.14236449,0.010089266,0.1746775,1.1739693,0.0058748205
0.039877124,0.0070999525,0.0024095858,0.029507194,0.004953979,0.0014432899,0.009598342,0.00045885346,9.3338116e-05
